__docPath,__docId,O,P,T_req_min,actualLogs,actualProgress,actualTotalMinutes,assigned,assignedMinutes,calcMeta,completed,completedAt,createdAt,dailyAssignments,dailyPlanGeneratedAt,dailyProgress,deadline,deleted,deletedAt,eacDate,estimatedMinutes,explain,idealProgress,labelId,lastProgressAt,latestStart,latestStartIso,morningSummaryLastDate,morningSummaryNotified,morningSummaryNotifiedAt,notified,pace7d,paceExp,plannedStart,priority,requiredPace,requiredPaceAdj,riskLevel,scale,spi,spi7d,spiAdj,spiExp,startRecommend,startRecommendIso,statsUpdatedAt,text,unallocatedMinutes,userId
todos/WENaj13RWJSra5tVQdBe,WENaj13RWJSra5tVQdBe,,,,"{""2025-12-10"":5,""2025-12-15"":20,""2025-12-17"":5}",0.25,30,"{""2025-12-06"":7,""2025-12-01"":6,""2025-12-07"":8,""2025-12-09"":9,""2025-12-05"":7,""2025-12-02"":6,""2025-12-08"":8,""2025-12-04"":7,""2025-12-03"":6,""2025-12-16"":17}",,,false,,2025-12-01T05:05:15.175Z,[],,{},2025-12-19T09:00:00.000Z,,,2025-12-25,120,,0.84,,,,,,false,,,12.5,4.9,,,30,27,late,,0.42,0.42,0.46,0.16,,,2025-12-17T00:43:47.430Z,1907掃除,,Z9IYVixbY7QYdNBlmHkyIUEXMAI2
todos/YJDOfMehKYW1Xru2tnlo,YJDOfMehKYW1Xru2tnlo,,,,,,0,,,,true,,2025-10-11T01:44:24.700Z,[],,{},2025-10-13T01:00:00.000Z,,,248437-05-31,90,,,,,,,,false,,,,,,,90,81,warn,,0,0,0,0,,,2025-10-13T03:44:44.776Z,Dellサーバ角煮,,Z9IYVixbY7QYdNBlmHkyIUEXMAI2
todos/a0INCCdPYdwVRTXCPsos,a0INCCdPYdwVRTXCPsos,,,,"{""2025-11-12"":180}",1,180,,,,true,2025-11-12T00:33:00.657Z,2025-11-07T07:18:29.392Z,[],,{},2025-11-14T09:00:00.000Z,,,2025-11-12,180,,0.63,,,,,,false,,,180,179.9,,,,,ok,,1,1,1,1,,,2025-11-12T00:33:33.734Z,年末調整,,Z9IYVixbY7QYdNBlmHkyIUEXMAI2
todos/aQInLuXM80dQeHCpz6vs,aQInLuXM80dQeHCpz6vs,,,,"{""2025-11-24"":120,""2025-11-27"":180,""2025-11-30"":180,""2025-12-01"":180,""2025-12-02"":60}",1,720,"{""2025-11-24"":8,""2025-11-25"":8,""2025-11-28"":135,""2025-11-30"":270}",,,true,2025-12-02T09:02:52.390Z,2025-11-18T05:48:45.034Z,[],,{},2025-12-01T09:00:00.000Z,,,2025-12-02,720,,1,je26Oh355g3aEewSdhK1,2025-11-24T10:56:19.094Z,,,,false,,,85.7,60.1,,,0,0,,,1,1,1,1,,,2025-12-02T09:03:03.449Z,卒業論文のベース完成,,DgApBqtxpeVE5G5MnIVw9ThpyN93
todos/ai3e9LBELmUS7VnCIj9r,ai3e9LBELmUS7VnCIj9r,,,,,,0,,,,false,,2025-11-17T05:58:01.524Z,[],,{},2025-12-31T09:00:00.000Z,,,,6000,,,,,,,,false,,,,,,,,,,,,,,,,,,卒研提出,,EyQHdJounoeN8h11wqvbDmuNK2j2
todos/dpd9aFykWQb1UuzgWzxD,dpd9aFykWQb1UuzgWzxD,,,,"{""2025-11-17"":1000}",1,1000,,,,true,2025-11-17T05:55:38.844Z,2025-11-17T05:55:01.692Z,[],,{},2025-12-31T09:00:00.000Z,,,2025-11-17,1000,,0.02,unyFUKnRFIesHrX4bg4W,,,,,false,,,1000,999.9,,,,,ok,,1,1,1,1,,,2025-11-17T05:56:07.838Z,卒論完成,,EyQHdJounoeN8h11wqvbDmuNK2j2
todos/eu7kyHdhHcAf59N8u9c7,eu7kyHdhHcAf59N8u9c7,,,,,0,0,"{""2025-12-02"":120,""2025-12-09"":120}",,,false,,2025-10-21T05:27:16.544Z,[],,{},2025-12-31T09:00:00.000Z,,,,6000,,0.69,,,,,,false,,,,,,,260.9,234.8,warn,,0,0,0,0,,,2025-12-09T05:48:27.551Z,Java,,qEvovKzp9yTvyfV3IGR9OUERHbk1
todos/fqZOw2HYGDo7HAX4kWfu,fqZOw2HYGDo7HAX4kWfu,,,,"{""2025-12-04"":20}",0.22,20,"{""2025-12-04"":32,""2025-12-05"":32}",,,false,,2025-12-03T15:54:34.418Z,[],,{},2025-12-05T09:00:00.000Z,true,2025-12-05T11:13:06.264Z,2025-12-09,90,,1,G9VBLEmLJBqVBeLaCpdc,2025-12-03T16:41:33.412Z,,,,false,,,20,0.1,,,70,63,late,,0.29,0.29,0.32,0,,,2025-12-05T10:47:00.312Z,数学のテスト勉強,,DgApBqtxpeVE5G5MnIVw9ThpyN93
todos/gXcPb85ngcyoF2qjLidK,gXcPb85ngcyoF2qjLidK,,,,"{""2025-11-14"":90}",1,90,,,,true,2025-11-14T07:18:34.261Z,2025-10-01T07:01:21.574Z,,,,2025-10-28T04:00:00.000Z,,,2025-11-14,90,,1,,,,,,,,false,90,89.9,,2,,,ok,3,1,1,1,1,,,2025-11-14T07:19:05.737Z,DP作る。,,Z9IYVixbY7QYdNBlmHkyIUEXMAI2
todos/k3TSWnSlr3Wk8uCKw9VU,k3TSWnSlr3Wk8uCKw9VU,,,,"{""2025-11-24"":60,""2025-11-26"":120}",0.13,180,"{""2025-12-15"":120}",,,false,,2025-11-22T05:05:21.139Z,[],,{},2025-11-30T14:59:00.000Z,,,,1440,,1,RrNInYlFyfb4ZtyfQPWk,2025-11-26T02:07:39.296Z,,,,false,,,0,0.1,,,1260,1134,late,,0,0,0,0,,,2025-12-15T12:41:20.995Z,QA1周する,,Y8guHqhoS2XRWkxAJMSr6fqzmVD3
todos/m3lMCoJf7cchKYxCvV0T,m3lMCoJf7cchKYxCvV0T,,,,"{""2025-11-02"":5}",1,5,"{""2025-10-13"":0,""2025-10-20"":1,""2025-10-21"":1,""2025-10-24"":2,""2025-10-27"":5,""2025-10-28"":5}",,,true,2025-11-01T17:23:17.610Z,2025-10-12T16:50:36.161Z,[],,{},2025-10-25T09:00:00.000Z,,,2025-11-02,5,,1,ugTjN6j5Cfo45y06nYe4,,,,,false,,,5,4.9,,,0,0,ok,,1,1,1,1,,,2025-11-01T17:23:37.323Z,カード振込,,DgApBqtxpeVE5G5MnIVw9ThpyN93
todos/mxhyUNbtgPbGkWIUmmBH,mxhyUNbtgPbGkWIUmmBH,,,,"{""2025-11-24"":15}",1,15,,,,true,2025-11-26T02:08:18.773Z,2025-11-22T04:58:37.148Z,[],,{},2025-11-22T14:00:00.000Z,,,2025-11-26,15,,1,dZVyaBEZa5pVmP33o5Gi,2025-11-24T04:31:17.349Z,,,,false,,,15,0.1,,,0,0,,,1,1,1,1,,,2025-11-26T02:08:27.738Z,ノート入れる,,Y8guHqhoS2XRWkxAJMSr6fqzmVD3
todos/nmst6EvCs5DOsLT8Fegf,nmst6EvCs5DOsLT8Fegf,,,,,0,0,"{""2025-12-02"":0}",,,false,,2025-10-21T05:30:34.357Z,[],,{},2026-03-31T09:00:00.000Z,,,,12000,,0.27,,,,,,false,,,,,,,100.8,90.8,warn,,0,0,0,0,,,2025-12-02T09:31:10.856Z,java(g),,qEvovKzp9yTvyfV3IGR9OUERHbk1
todos/oKYsTDYd3RtH0IH12ca1,oKYsTDYd3RtH0IH12ca1,,,,,0,0,,,,false,,2025-12-15T12:43:39.406Z,[],,{},2026-01-04T14:59:00.000Z,,,,24,,0.05,dZVyaBEZa5pVmP33o5Gi,,,,,false,,,,,,,1.1,1,warn,,0,0,0,0,,,2025-12-15T12:43:40.054Z,そつろん,,Y8guHqhoS2XRWkxAJMSr6fqzmVD3
todos/qTCAigCXEyzjCjuVvYEs,qTCAigCXEyzjCjuVvYEs,,,,,,,,,,true,,2025-10-01T07:07:09.676Z,,,,2025-10-03T01:30:00.000Z,,,,90,,,,,,,,,,false,,,,2,,,,3,,,,,,,,proglang-saiten,,Z9IYVixbY7QYdNBlmHkyIUEXMAI2
todos/qZKJCL2VufLaTX9DEQp4,qZKJCL2VufLaTX9DEQp4,,,,"{""2025-11-26"":15,""2025-12-01"":10,""2025-12-09"":30,""2025-12-10"":35}",1,90,"{""2025-11-26"":3,""2025-12-07"":4,""2025-12-06"":4,""2025-12-01"":4,""2025-12-08"":5,""2025-12-03"":4,""2025-12-09"":5}",,,true,2025-12-10T07:12:37.420Z,2025-11-26T03:53:53.376Z,[],,{},2025-12-20T09:00:00.000Z,,,2025-12-10,90,,0.6,,,,,,false,,,32.5,34.9,,,0,0,,,1,1,1,1,,,2025-12-10T07:12:53.888Z,研究不正モニタリング,,Z9IYVixbY7QYdNBlmHkyIUEXMAI2
todos/qqno5R8Kz2aCKyUhqk3A,qqno5R8Kz2aCKyUhqk3A,,,,"{""2025-11-24"":41}",0.46,41,,,,false,,2025-11-24T05:57:04.494Z,[],,{},2025-11-27T09:00:00.000Z,true,2025-11-24T06:00:20.465Z,2025-11-26,90,,0.25,XGuadf3bqtsZGJ7i6vY8,,,,,false,,,41,40.9,,,12.3,12.3,ok,,3.35,3.35,3.35,3.34,,,2025-11-24T05:58:13.246Z,ソフトデリートの確認,,DgApBqtxpeVE5G5MnIVw9ThpyN93
todos/rEH4wQZJxAggfr17y4MM,rEH4wQZJxAggfr17y4MM,,,,"{""2025-10-21"":120}",1,120,,,,true,2025-10-21T01:24:02.052Z,2025-10-19T22:54:38.871Z,[],,{},2025-10-28T03:55:00.000Z,,,2025-10-21,120,,0.22,XGuadf3bqtsZGJ7i6vY8,,,,,false,,,120,119.9,,,,,ok,,1,1,1,1,,,2025-10-21T01:24:13.780Z,フロントエンドでのアップデート履歴の表示,,DgApBqtxpeVE5G5MnIVw9ThpyN93
todos/rJOWMdXZYNtZYlxrpsFG,rJOWMdXZYNtZYlxrpsFG,,,,"{""2025-12-10"":10,""2025-12-16"":15}",0.28,25,"{""2025-12-16"":6}",,,false,,2025-12-09T04:22:57.042Z,[],,{},2025-12-23T09:00:00.000Z,,,2025-12-22,90,,0.53,,,,,,false,,,12.5,14.9,,,8.1,8.1,ok,,1.54,1.54,1.54,1.84,,,2025-12-16T08:39:29.374Z,logana-slide,,Z9IYVixbY7QYdNBlmHkyIUEXMAI2
todos/rvaGIeyV6UNCA6n6OuHY,rvaGIeyV6UNCA6n6OuHY,,,,"{""2025-12-02"":60}",1,60,,,,false,,2025-12-02T09:33:58.570Z,[],,{},2025-12-31T11:00:00.000Z,,,2025-12-02,25,,0.03,2PP9tmLCovl7LryT1qNW,2025-12-02T09:35:22.270Z,,,,false,,,60,59.9,2025-12-02T00:00:00.000Z,,0,0,,,1,1,1,1,,,2025-12-02T09:35:32.043Z,卒論完成,,qEvovKzp9yTvyfV3IGR9OUERHbk1
todos/sfMGjQuuQRSJdQCd7vrE,sfMGjQuuQRSJdQCd7vrE,,,,,0,0,"{""2025-12-01"":3,""2025-12-02"":3}",,,false,,2025-12-01T07:36:15.167Z,[],,{},2025-12-31T09:00:00.000Z,,,,90,,0.06,,,,,,false,,,,,,,3.1,2.8,warn,,0,0,0,0,,,2025-12-02T09:28:29.054Z,卒論仮完成,,fPbo8M5sYpP78kgIe8EzCDRC7LI2
todos/t67CTTnxu3RQ9H4tG0MY,t67CTTnxu3RQ9H4tG0MY,,,,"{""2025-10-21"":180}",1,180,,,,true,2025-10-21T01:19:46.817Z,2025-09-23T04:58:50.093Z,,,,2025-10-22T04:58:00.000Z,,,2025-10-21,180,,0.97,,,,,,,,false,180,179.9,,2,,,ok,3,1,1,1,1,,,2025-10-21T01:20:16.499Z,物品検査,,Z9IYVixbY7QYdNBlmHkyIUEXMAI2
todos/uQW6hsvE1slri1CR9ckl,uQW6hsvE1slri1CR9ckl,,,,"{""2025-11-19"":60,""2025-11-26"":60,""2025-12-06"":60,""2025-12-09"":30}",1,210,"{""2025-11-24"":12,""2025-11-25"":20,""2025-11-26"":18}",,,true,2025-12-09T04:22:35.063Z,2025-11-18T12:25:13.894Z,[],,{},2025-11-23T09:00:00.000Z,,,2025-12-09,120,,1,,,,,,false,,,45,30.1,,,0,0,,,1,1,1,1,,,2025-12-09T04:22:16.030Z,Logana,,Z9IYVixbY7QYdNBlmHkyIUEXMAI2
todos/uwcyljgurC5sziRtbVrZ,uwcyljgurC5sziRtbVrZ,,,,,0,0,"{""2025-12-02"":51}",,,false,,2025-12-01T07:41:24.980Z,[],,{},2025-12-23T09:00:00.000Z,,,,1200,,0.09,,,,,,false,,,,,2025-12-01T00:00:00.000Z,,57.1,51.4,warn,,0,0,0,0,,,2025-12-02T09:27:47.087Z,システム実装書く,,fPbo8M5sYpP78kgIe8EzCDRC7LI2
todos/w6vZ1wAgSDTUJFOS8268,w6vZ1wAgSDTUJFOS8268,10,40,25,"{""2025-11-17"":20}",1,20,,,"{""variant"":""modifiedPERT"",""riskMode"":""mean"",""O"":10,""M"":20,""P"":40,""w"":5,""sigma"":5,""TEw"":21.428571428571427,""kSigma"":0,""bufferRate"":0,""pf"":1.15,""inputFingerprint"":""{\""deadline\"":{\""_seconds\"":1768370400,\""_nanoseconds\"":0},\""deadlineIso\"":\""2026-01-14T06:00:00.000Z\"",\""deadlineISO\"":null,\""estimatedMinutes\"":20,\""E\"":null,\""w\"":null,\""pertWeight\"":null,\""scale\"":5,\""importance\"":null,\""priority\"":3,\""buffer\"":null,\""bufferRate\"":null,\""bufferRate_input\"":null,\""riskMode\"":null,\""algoVariant\"":null,\""O\"":10,\""M\"":null,\""P\"":40,\""userId\"":\""EyQHdJounoeN8h11wqvbDmuNK2j2\""}"",""updatedAt"":""2025-09-23T06:10:13.893Z""}",true,2025-11-17T05:55:42.213Z,2025-09-23T06:10:12.789Z,,,,2026-01-14T06:00:00.000Z,,,2025-11-17,20,"{""variant"":""modifiedPERT"",""riskMode"":""mean"",""O"":10,""M"":20,""P"":40,""w"":5,""sigma"":5,""TEw"":21.428571428571427,""kSigma"":0,""bufferRate"":0,""pf"":1.15}",0.49,8ok89dIHBxNSI9HpEBKW,,2026-01-14T05:35:00.000Z,2026-01-14T05:35:00.000Z,,,,false,20,19.9,,3,,,ok,5,1,1,1,1,2026-01-14T05:35:00.000Z,2026-01-14T05:35:00.000Z,2025-11-17T05:56:01.306Z,卒研提出,,EyQHdJounoeN8h11wqvbDmuNK2j2
todos/yFII5G1f8Yf47CTrPlWC,yFII5G1f8Yf47CTrPlWC,,,,"{""2025-10-24"":330,""2025-10-27"":240,""2025-11-04"":240,""2025-11-05"":300,""2025-11-07"":360,""2025-11-16"":120,""2025-11-11"":0,""2025-11-20"":240,""2025-11-25"":60,""2025-11-28"":90,""2025-11-26"":90,""2025-12-04"":60,""2025-12-09"":0,""2025-12-15"":15}",0.36,2145,"{""2025-12-16"":165,""2025-11-12"":91,""2025-12-09"":84,""2025-12-04"":105,""2025-12-15"":165,""2025-11-17"":88,""2025-11-07"":87,""2025-11-04"":33,""2025-12-05"":134,""2025-10-28"":28,""2025-11-24"":16,""2025-12-08"":134,""2025-11-05"":33,""2025-12-17"":165}",,,false,,2025-10-24T06:46:25.019Z,[],,{},2025-12-31T09:00:00.000Z,,,2026-08-31,6000,,0.8,RLnNEFsoMnBYIYCjMsEJ,2025-12-14T19:43:31.675Z,,,,false,,,15,0.1,,,275.4,247.8,late,,0.05,0.05,0.06,0,,,2025-12-17T09:11:39.811Z,ITパスポート100時間勉強する,,DgApBqtxpeVE5G5MnIVw9ThpyN93
todos/yHey3x08zCgA2icWo0NX,yHey3x08zCgA2icWo0NX,,,,"{""2025-12-02"":30}",0.33,30,"{""2025-12-02"":6}",,,false,,2025-12-01T07:38:45.559Z,[],,{},2025-12-16T09:00:00.000Z,,,2025-12-04,90,,0.13,,2025-12-02T09:28:04.790Z,,,,false,,,30,29.9,,,4.3,4.3,ok,,7,7,7,6.98,,,2025-12-02T09:28:17.740Z,システムの実装,,fPbo8M5sYpP78kgIe8EzCDRC7LI2
todos/ysO2F9uBwQ1t7Pwy23dy,ysO2F9uBwQ1t7Pwy23dy,,,92,,,,,,"{""variant"":""modifiedPERT"",""riskMode"":""mean"",""O"":61,""M"":90,""P"":133,""w"":4,""sigma"":12,""TEw"":92.33333333333333,""kSigma"":0,""bufferRate"":0,""pf"":1,""inputFingerprint"":""{\""deadline\"":{\""_seconds\"":1759211640,\""_nanoseconds\"":0},\""deadlineIso\"":\""2025-09-30T05:54:00.000Z\"",\""deadlineISO\"":null,\""estimatedMinutes\"":90,\""E\"":null,\""scale\"":3,\""priority\"":2,\""buffer\"":null,\""bufferRate\"":null,\""bufferRate_input\"":null,\""riskMode\"":null,\""algoVariant\"":null,\""O\"":null,\""M\"":null,\""P\"":null,\""pertWeight\"":null,\""userId\"":\""Z9IYVixbY7QYdNBlmHkyIUEXMAI2\""}"",""updatedAt"":""2025-09-16T05:54:52.762Z""}",true,,2025-09-16T05:54:50.045Z,,,,2025-09-30T05:54:00.000Z,,,,90,"{""variant"":""modifiedPERT"",""riskMode"":""mean"",""O"":61,""M"":90,""P"":133,""w"":4,""sigma"":12,""TEw"":92.33333333333333,""kSigma"":0,""bufferRate"":0,""pf"":1}",,,,2025-09-30T04:22:00.000Z,2025-09-30T04:22:00.000Z,,,,false,,,,2,,,,3,,,,,2025-09-30T04:22:00.000Z,2025-09-30T04:22:00.000Z,,Webサイト記事,,Z9IYVixbY7QYdNBlmHkyIUEXMAI2
todos/zg1WgmubFyPzP47XfzLe,zg1WgmubFyPzP47XfzLe,,,,"{""2025-12-04"":30}",0.33,30,"{""2025-12-04"":54,""2025-12-05"":54}",,,false,,2025-12-03T15:55:03.774Z,[],,{},2025-12-04T09:00:00.000Z,true,2025-12-05T11:13:04.898Z,2025-12-07,90,,1,G9VBLEmLJBqVBeLaCpdc,2025-12-03T16:41:33.376Z,,,,false,,,30,0.1,,,60,54,late,,0.5,0.5,0.56,0,,,2025-12-05T10:47:02.504Z,国語のテスト勉強,,DgApBqtxpeVE5G5MnIVw9ThpyN93
todos/zk18eA9VU1k0NldeBtXW,zk18eA9VU1k0NldeBtXW,,,,"{""2025-10-21"":15,""2025-10-22"":15,""2025-10-23"":60}",1,90,,,,true,2025-10-23T02:46:19.182Z,2025-10-15T01:17:10.244Z,[],,{},2025-10-28T09:00:00.000Z,,,2025-10-23,90,,0.64,,,,,,false,,,12.9,59.9,,,0,0,ok,,1,1,1,1,,,2025-10-23T02:46:46.083Z,幹事決める,,Z9IYVixbY7QYdNBlmHkyIUEXMAI2
